RefSeq ID	spacer_start	spacer_end	direction	confidence
NZ_OEZK01000075	24545	24582	R	HIGH
NZ_FUPY01000011	108756	108792	R	MEDIUM
NZ_NGUX01000045	2499	2536	R	HIGH
NZ_FUSQ01000006	126139	126176	R	MEDIUM
LEFQ01000158	10047	10079	R	HIGH
NZ_FUNV01000004	64749	64785	F	HIGH
NZ_FUSQ01000006	126007	126044	R	MEDIUM
NZ_AVMN01000031	255384	255422	R	MEDIUM
NZ_AVMN01000021	121040	121076	F	LOW
NZ_FADK01000028	18558	18596	R	MEDIUM
NZ_FAND01000007	18266	18304	R	MEDIUM
NZ_FUTG01000003	18701	18739	R	MEDIUM
NZ_FUUV01000006	18622	18660	R	MEDIUM
NZ_FUUI01000004	18765	18803	R	MEDIUM
NZ_FURE01000012	18804	18842	R	MEDIUM
LCSN01000183	1229	1261	F	MEDIUM
NZ_FUUC01000016	58874	58912	R	MEDIUM
NZ_FUQY01000002	445097	445135	R	MEDIUM
NZ_FURF01000005	282201	282239	R	MEDIUM
NZ_FURH01000001	445091	445129	R	MEDIUM
NZ_FURI01000004	97726	97764	R	MEDIUM
NZ_FUON01000002	239754	239792	R	MEDIUM
NZ_FULP01000002	532573	532611	R	MEDIUM
NZ_FULR01000006	282881	282919	R	MEDIUM
NZ_FUTZ01000008	147206	147244	R	MEDIUM
NZ_FUNC01000007	51646	51683	R	HIGH
NZ_CM000912	2006288	2006323	R	LOW
NZ_FAIE01000110	3275	3312	F	LOW
NZ_AVMM01000031	113047	113084	F	LOW
NZ_AVLQ01000105	2870	2907	F	LOW
NZ_FADT01000140	3261	3298	F	LOW
NZ_AVLL01000069	19728	19765	F	LOW
NZ_AVLP01000092	3103	3140	F	LOW
NZ_AVJZ01000045	19663	19700	F	LOW
NZ_CM000637	1782533	1782570	F	LOW
NZ_FAIE01000164	2347	2384	R	HIGH
JZWS01000031	66	107	F	HIGH
NZ_AVMM01000035	1068	1105	R	HIGH
NZ_AVLQ01000131	2328	2365	R	HIGH
NZ_AVLS01000125	25054	25090	R	MEDIUM
NZ_OEZK01000075	65144	65181	R	MEDIUM
NZ_MTWG01000001	1337259	1337296	F	LOW
NZ_MTWG01000001	1337325	1337361	F	LOW
NZ_FAIE01000035	10617	10653	R	MEDIUM
NZ_FAIE01000035	27759	27795	R	MEDIUM
NZ_AVLQ01000095	3298	3334	R	MEDIUM
NZ_FAKP01000001	66173	66210	R	MEDIUM
JZWS01000031	458	498	F	HIGH
NZ_CM000658	1454131	1454168	F	LOW
NZ_LJCN01000003	78649	78686	R	MEDIUM
NZ_FAIE01000035	10484	10521	R	MEDIUM
NZ_FAIE01000035	27891	27928	F	LOW
NZ_FAKP01000024	27058	27097	R	HIGH
NZ_AVLQ01000095	3430	3467	F	LOW
NZ_CM000658	2147141	2147180	R	HIGH
NZ_LJCN01000001	53879	53918	R	HIGH
NZ_MTWG01000001	3365918	3365955	R	LOW
NZ_FABD01000018	47203	47242	R	HIGH
NZ_CNHT01000053	568	608	R	MEDIUM
NZ_OEZK01000033	173976	174014	F	LOW
NZ_AVLS01000125	24266	24303	R	MEDIUM
NZ_MTWG01000001	3365787	3365824	R	MEDIUM
NZ_FACX01000005	66306	66344	R	MEDIUM
NZ_FAKP01000001	66306	66344	R	MEDIUM
NZ_LJCN01000003	78782	78820	R	MEDIUM
NZ_FAEO01000161	1117	1154	F	LOW
NZ_AVIX01000034	212421	212457	F	LOW
NZ_FAIH01000009	26582	26618	F	LOW
NZ_FUUC01000022	13232	13268	R	MEDIUM
NZ_CNHT01000053	568	608	R	MEDIUM
NZ_ABHD02000050	4367	4403	F	LOW
NZ_CZYY01000215	3117	3153	F	LOW
NZ_AVGM01000145	33312	33348	R	LOW
NZ_AVMA01000046	250611	250647	R	LOW
NZ_AVMB01000020	251906	251942	R	LOW
NZ_AVLR01000130	29331	29369	R	LOW
NZ_FUMU01000001	328502	328540	R	LOW
NZ_FAEO01000050	3640	3676	F	MEDIUM
NZ_FUTF01000026	6982	7018	F	MEDIUM
NZ_AVGM01000080	39940	39977	F	LOW
LTBH01000003	88757	88789	F	HIGH
NZ_FAIK01000050	5253	5290	R	MEDIUM
NZ_AVMA01000037	163	200	F	HIGH
NZ_AVMB01000018	238710	238747	F	LOW
NZ_AVGM01000080	39807	39844	F	MEDIUM
NZ_AVMA01000036	40899	40936	F	LOW
NZ_AVMA01000037	30	67	F	HIGH
NZ_AVMB01000018	238577	238614	F	MEDIUM
NZ_FAIK01000050	5386	5423	R	HIGH
NZ_AVGM01000080	39873	39911	F	MEDIUM
NZ_FAIK01000050	5319	5357	R	HIGH
NZ_NGSV01000002	228973	229005	R	MEDIUM
NZ_AVMA01000037	96	134	F	HIGH
NZ_AVMB01000018	238643	238681	F	MEDIUM
NZ_FUUC01000006	91413	91450	R	HIGH
NZ_FUMR01000003	620841	620879	R	LOW
NZ_FAHK01000055	1516	1554	R	MEDIUM
NC_009381	3033214	3033245	R	HIGH
NZ_AVMN01000024	154463	154501	F	LOW
NZ_AWZO01000025	122960	122998	F	LOW
NZ_FJOI01000032	13365	13402	R	MEDIUM
NZ_CZYG01000208	2201	2239	R	HIGH
NZ_OFAB01000090	2224	2262	R	HIGH
NZ_NBOS01000002	251348	251380	F	HIGH
NZ_OEZT01000114	119276	119312	F	LOW
NZ_OEZT01000114	119276	119312	F	LOW
NZ_OEZT01000114	119276	119312	F	LOW
NZ_CZZE01000166	3670	3707	R	MEDIUM
NZ_FAFC01000326	2288	2325	R	LOW
NZ_FAGJ01000295	813	850	R	LOW
NZ_ABHE02000065	16876	16914	R	LOW
NZ_FAEO01000161	124	160	F	LOW
NZ_FUOX01000001	791630	791666	R	MEDIUM
NZ_AVHP01000273	2323	2359	F	LOW
NZ_FJQV01000013	76438	76468	F	LOW
NZ_AVIA01000085	22384	22420	F	MEDIUM
NZ_CZWL01000011	2407	2443	R	MEDIUM
NZ_CZZY01000046	22710	22746	F	LOW
NZ_FUUS01000046	1908	1945	F	MEDIUM
NZ_AVID01000035	114331	114367	F	LOW
NZ_FADF01000022	2157	2193	F	MEDIUM
NZ_FJUF01000020	75865	75901	R	LOW
NZ_FJUG01000198	17033	17069	R	LOW
NZ_JXBP01000019	62365	62402	F	MEDIUM
NZ_FUQU01000002	137098	137135	F	MEDIUM
NZ_FJQL01000011	9	39	R	HIGH
NZ_JXCP01000020	62369	62406	F	MEDIUM
NZ_JXBQ01000020	62144	62181	F	MEDIUM
NZ_JXBR01000022	18130	18167	F	LOW
NZ_FUOR01000002	219483	219520	F	MEDIUM
NZ_FJUF01000084	6638	6674	R	MEDIUM
NZ_FJUG01000303	134415	134451	R	MEDIUM
NZ_FUUV01000002	287734	287770	R	MEDIUM
NZ_FUUV01000002	287998	288035	R	HIGH
NZ_FFEZ01000001	339186	339221	F	HIGH
NZ_MPJF01000139	274	312	F	LOW
NZ_FFGU01000003	270313	270348	F	HIGH
NZ_NYSE01000011	10256	10292	R	LOW
NZ_MKOE01000010	100502	100538	R	LOW
NZ_MKOG01000013	273486	273521	F	HIGH
NZ_MDRP01000011	508965	509001	R	LOW
NZ_NYQY01000001	274798	274833	F	LOW
NZ_NYSH01000008	17608	17644	R	LOW
NZ_NYQQ01000001	274798	274833	F	LOW
NZ_NYQP01000001	274798	274833	F	LOW
NZ_NYQO01000004	274798	274833	F	LOW
NZ_MPJF02000011	28957	28995	F	LOW
NZ_NYQN01000001	274798	274833	F	LOW
NZ_NYQM01000001	274798	274833	F	LOW
NZ_NYQL01000001	274798	274833	F	LOW
NZ_NYQK01000004	239594	239629	F	LOW
NZ_NYQJ01000001	274798	274833	F	LOW
NZ_NYQI01000001	509037	509073	R	LOW
NZ_NYSG01000001	274798	274833	F	LOW
NZ_NYQH01000003	194747	194783	R	LOW
NZ_NYQG01000007	19959	19995	R	LOW
NZ_NYQF01000001	509037	509073	R	LOW
NZ_MPJF01000139	274	312	F	LOW
NZ_NYQE01000004	17252	17288	R	LOW
NZ_NYQD01000001	274798	274833	F	LOW
NZ_NYSF01000002	107316	107351	F	LOW
NZ_NYQC01000001	306952	306988	R	LOW
NZ_NYQB01000001	306963	306999	R	LOW
NZ_NYQA01000001	274798	274833	F	LOW
NZ_JYOM01000015	271242	271276	R	HIGH
NZ_MJQW01000018	157095	157129	R	MEDIUM
NZ_AEOS01000293	2260	2290	R	HIGH
NZ_AYYH01000006	83606	83636	F	HIGH
NZ_MPJF01000139	274	312	F	LOW
NZ_BACP01000062	114333	114363	R	HIGH
NZ_ACLH01000013	16056	16089	R	HIGH
NC_012590	998076	998109	F	MEDIUM
NZ_ACLH01000013	19106	19139	R	HIGH
NZ_ADXA01000155	11884	11916	F	LOW
NZ_HE611053	423297	423332	F	LOW
NZ_LYDU01000962	3294	3330	R	HIGH
NZ_KN300494	314	353	R	HIGH
NZ_KN321976	49038	49075	R	HIGH
NZ_KN360734	54267	54304	R	HIGH
NZ_JXDT01000116	10159	10194	F	HIGH
NZ_JSBY02000009	54393	54430	R	HIGH
NZ_KN360842	71336	71373	F	HIGH
NZ_LRVL01000003	91941	91978	R	MEDIUM
NZ_LRES01000013	313	350	R	MEDIUM
NZ_AEWI01000073	1791	1827	F	HIGH
NZ_LCUN01000009	282244	282283	F	HIGH
NZ_BACS01000158	54	87	F	LOW
NZ_JQBK01000052	2738	2771	F	LOW
NZ_AHMT01000162	22	55	F	HIGH
NZ_AHMT02000009	11411	11446	F	LOW
NZ_JXEE01000309	3523	3556	R	HIGH
NZ_JQGT01000154	1975	2008	R	LOW
NZ_AIEB01000134	801	833	F	MEDIUM
NZ_BCME01000021	722	754	R	HIGH
NZ_AJMP01000054	148174	148206	F	LOW
NZ_KB932386	151206	151238	R	LOW
NZ_ASWF01000001	867801	867834	R	MEDIUM
NZ_KB946259	1007254	1007295	R	MEDIUM
NZ_ASWF01000001	870631	870665	R	MEDIUM
NZ_KB946259	1010084	1010118	R	MEDIUM
NZ_KE136479	838474	838512	F	HIGH
NZ_JXEI01000037	9962	9997	F	HIGH
NZ_JXKS01000011	28404	28442	R	HIGH
NZ_KE136476	79702	79736	R	LOW
NZ_KB946332	588590	588624	R	LOW
NZ_JXKJ01000015	78630	78664	R	LOW
NZ_LLMZ01000010	48653	48685	F	MEDIUM
NC_009381	3033274	3033305	R	MEDIUM
NZ_JTRT01000002	8636	8668	R	LOW
NZ_JTOI01000013	38997	39029	F	MEDIUM
NZ_JTNR01000007	271344	271376	F	HIGH
NZ_LLUO01000042	32605	32637	R	LOW
NZ_KI518765	809342	809374	F	HIGH
NZ_JXEI01000037	10028	10063	F	HIGH
NZ_KI517348	1893614	1893646	NA	NA
NZ_LLTA01000023	142786	142818	R	HIGH
NZ_AQFN01000014	142055	142087	NA	NA
NZ_JTQJ01000026	38948	38982	R	LOW
NZ_JTPQ01000026	38948	38982	R	LOW
NZ_JTOI01000001	121807	121839	R	LOW
NZ_MSQO01000006	115855	115885	F	LOW
NZ_MYCA01000002	116442	116474	R	HIGH
NZ_HF952044	113931	113963	R	HIGH
NZ_HF952044	113931	113963	R	HIGH
NZ_JXEI01000037	10094	10129	F	HIGH
NZ_HF952044	113931	113963	R	HIGH
NZ_LN681227	3577793	3577826	R	LOW
NC_014228	3578130	3578163	R	LOW
NZ_HF952047	238800	238833	R	HIGH
NZ_HF952044	113809	113841	R	HIGH
NZ_HF952044	113684	113717	R	HIGH
NZ_HF952047	238985	239017	R	HIGH
NZ_HF952047	239046	239078	R	HIGH
NZ_HF952044	113870	113902	R	HIGH
NZ_HF952047	237211	237243	R	HIGH
NZ_PPRF01000110	368	403	R	MEDIUM
NZ_HF952047	238190	238222	R	HIGH
NZ_HF952044	113622	113655	R	HIGH
NZ_HF952047	238678	238710	R	HIGH
NZ_HF952047	237638	237670	R	LOW
NZ_HF952044	113992	114024	R	HIGH
NZ_MUYP01000003	245836	245866	R	HIGH
NZ_CP010449	799371	799401	R	MEDIUM
NC_002754	1810437	1810474	R	HIGH
NZ_LSXZ01000023	154699	154727	R	HIGH
NC_017311	172003	172038	F	HIGH
NZ_BAVY01000068	2505	2537	R	LOW
NC_003155	8994477	8994509	F	LOW
NZ_JZJK01000038	39331	39363	F	LOW
NZ_KQ948608	2507	2539	R	LOW
NZ_LVYQ01000007	35549	35582	R	HIGH
NZ_LVYQ01000007	35746	35779	R	HIGH
NZ_LVYQ01000007	35811	35845	R	HIGH
NZ_LRGN01000001	252609	252639	F	MEDIUM
NZ_CP020889	2019361	2019395	F	HIGH
NZ_AWFU01000005	1613	1646	R	HIGH
NZ_PPHA01000055	29862	29896	R	HIGH
NC_004547	4136290	4136322	R	MEDIUM
NZ_KB933471	1336483	1336515	F	HIGH
NZ_CP009125	4043689	4043721	R	MEDIUM
NZ_CP007744	4089287	4089319	R	MEDIUM
NZ_PDDK01000007	208715	208747	F	HIGH
NZ_JWIX01000019	67	106	R	HIGH
NC_004557	1217803	1217842	F	LOW
NZ_JRGJ01000023	189238	189277	R	HIGH
NZ_JRGG01000011	299703	299742	R	HIGH
NZ_JSWC01000034	32829	32868	F	MEDIUM
NZ_OAAI01000029	2571	2601	F	LOW
NZ_JWIX01000019	469	505	R	HIGH
NC_004557	1217404	1217440	F	HIGH
NZ_JRGJ01000023	189640	189676	R	HIGH
NZ_JRGG01000011	300105	300141	R	HIGH
NZ_JSWC01000034	32430	32466	F	HIGH
NZ_JWIX01000019	535	571	R	LOW
NC_004557	1217338	1217374	F	HIGH
NZ_JRGJ01000023	189706	189742	R	HIGH
NZ_JRGG01000011	300171	300207	R	HIGH
NZ_JSWC01000034	32364	32400	F	HIGH
NZ_JXER01000245	53	87	F	HIGH
NZ_JWIX01000019	668	706	R	LOW
NZ_JRGJ01000023	189172	189208	R	HIGH
NZ_JRGG01000011	299632	299673	R	HIGH
NZ_JSWC01000034	32898	32934	F	MEDIUM
NZ_JWIX01000084	1804	1838	R	MEDIUM
NZ_JSWC01000048	1804	1838	R	MEDIUM
NC_004557	1573265	1573299	R	MEDIUM
NZ_FUWT01000007	54078	54112	R	MEDIUM
NZ_JRGJ01000020	91211	91245	F	MEDIUM
NZ_JXER01000079	8452	8486	F	HIGH
NZ_JRGG01000012	541369	541403	F	MEDIUM
NZ_JRGH01000002	1257839	1257877	R	HIGH
NZ_JWIX01000019	601	638	R	LOW
NZ_KE386774	14598	14628	F	HIGH
NC_017502	925212	925242	R	MEDIUM
NC_004829	925984	926014	R	MEDIUM
NC_005126	2142685	2142717	F	HIGH
NZ_NQJT01000064	34518	34550	F	LOW
NZ_NQJT01000064	34396	34428	F	LOW
NZ_NQJT01000064	34457	34489	F	LOW
NZ_AUCC01000057	13967	13999	R	LOW
NZ_FUTG01000001	253516	253552	R	HIGH
NZ_FUQY01000001	889903	889939	F	HIGH
NZ_FURE01000001	890026	890062	F	HIGH
NZ_FURF01000001	285987	286023	R	HIGH
NZ_FURH01000001	983801	983837	R	HIGH
NZ_FURI01000001	890216	890252	F	HIGH
NZ_KE699436	363017	363049	F	HIGH
NZ_CQEU01000002	105520	105552	F	HIGH
NC_006361	4460263	4460295	R	HIGH
NC_006361	4584290	4584322	F	LOW
NZ_JFCK01000155	18	50	R	MEDIUM
NZ_CAFM01000006	13209	13242	F	MEDIUM
NC_006582	3751997	3752032	R	HIGH
NC_006582	3669206	3669240	R	HIGH
NC_006582	3740281	3740315	R	HIGH
NZ_AYUB01000088	263	297	R	MEDIUM
NC_006582	3729457	3729489	R	HIGH
NC_021181	1541862	1541896	R	MEDIUM
NC_021181	1541862	1541896	R	MEDIUM
NZ_QAHR01000016	20419	20453	R	MEDIUM
NZ_QAHM01000015	383	417	R	MEDIUM
NZ_QAHQ01000045	554	588	R	MEDIUM
NZ_ANMY01000020	2522	2553	F	LOW
NZ_HG313760	65690	65724	R	MEDIUM
NZ_CBLP010000013	66210	66244	R	MEDIUM
NZ_HG313790	66461	66495	R	MEDIUM
NZ_BCVR01000005	65520	65554	R	MEDIUM
NZ_AZCS01000008	20427	20461	R	MEDIUM
NZ_JRUT01000016	66792	66826	R	MEDIUM
NZ_QAHT01000007	65906	65940	R	MEDIUM
NZ_QAZY01000005	85566	85600	R	MEDIUM
NZ_QAHS01000007	20341	20375	R	MEDIUM
NZ_QAHL01000007	20469	20503	R	MEDIUM
NZ_AKWB02000050	381	413	R	HIGH
NZ_QAZX01000007	65906	65940	R	MEDIUM
NZ_QAHP01000004	85655	85689	R	MEDIUM
NZ_QAHO01000007	65906	65940	R	MEDIUM
NZ_QAHN01000007	66682	66716	R	MEDIUM
NZ_CP010432	1542566	1542600	R	MEDIUM
NZ_MNPO01000001	502121	502155	R	MEDIUM
NZ_BDHM01000007	21200	21234	R	MEDIUM
NZ_NIGU01000003	85475	85509	R	MEDIUM
NZ_NXEY01000006	66915	66949	R	MEDIUM
NZ_LWSH01000044	85562	85595	R	MEDIUM
MNYW01000069	4147	4179	F	MEDIUM
NZ_JXED01000349	1336	1370	F	HIGH
NZ_JXER01000245	250	284	F	HIGH
NZ_JXER01000245	840	875	F	HIGH
NZ_JXER01000245	3670	3705	F	HIGH
NZ_JXER01000288	694	728	R	HIGH
NZ_JXDM01000193	8866	8901	F	HIGH
NZ_JXDM01000193	11696	11731	F	HIGH
NZ_JXDM01000193	13530	13564	F	HIGH
NZ_JXDS01000242	9300	9335	F	HIGH
NZ_JXDS01000242	11733	11768	F	HIGH
MVOB01001059	75	110	R	HIGH
NZ_JXDS01000242	13567	13601	F	HIGH
NZ_JXEB01000145	899	933	R	HIGH
NZ_JXEB01000145	2602	2637	R	HIGH
NZ_JXEB01000145	5432	5467	R	HIGH
NZ_JXED01000221	341	376	R	HIGH
NZ_JXED01000221	3171	3206	R	HIGH
NZ_JXEE01000309	695	729	R	HIGH
NZ_JXEE01000309	2528	2563	R	HIGH
NZ_JXEE01000309	5358	5393	R	HIGH
NZ_JXEF01000153	862	896	R	HIGH
NQCV01000129	2661	2693	F	MEDIUM
NZ_JXEF01000153	2695	2730	R	HIGH
NZ_JXEF01000153	5525	5560	R	HIGH
NZ_JXEG01000048	695	729	R	HIGH
NZ_JXEG01000048	2528	2563	R	HIGH
NZ_JXEG01000048	5358	5393	R	HIGH
NZ_JXEI01000037	8786	8821	F	HIGH
NZ_JXEI01000037	11616	11651	F	HIGH
NZ_JXEI01000037	13320	13354	F	HIGH
NZ_JXEY01000005	703	737	R	HIGH
NZ_JXEY01000005	2536	2571	R	HIGH
NRIT01000050	1163	1194	F	HIGH
NZ_JXEY01000005	5102	5137	R	HIGH
NZ_JXFX01000064	753	787	R	HIGH
NZ_JXFX01000064	2249	2284	R	HIGH
NZ_JXGB01000110	818	852	R	HIGH
NZ_JXGB01000110	5153	5188	R	HIGH
NZ_JXGC01000029	974	1008	R	HIGH
NZ_JXGC01000029	2677	2712	R	HIGH
NZ_JXGC01000029	5311	5346	R	HIGH
NZ_JXGH01000008	1114	1148	R	HIGH
NZ_JXGH01000008	2610	2645	R	HIGH
NZ_JXFR01000239	9272	9307	F	HIGH
NZ_JXFR01000239	11774	11809	F	HIGH
NZ_JXFR01000239	13608	13642	F	HIGH
NZ_JRJN01000207	9530	9565	F	HIGH
NZ_JRJN01000207	12032	12067	F	HIGH
NZ_JRJN01000207	13801	13835	F	HIGH
NZ_JXDS01000242	9233	9269	F	HIGH
NZ_JXDT01000116	8916	8952	F	HIGH
NZ_JXDV01000098	5625	5661	R	HIGH
NZ_JXEP01000193	5094	5130	R	HIGH
MPEQ01000001	216959	216995	R	MEDIUM
NZ_JXEY01000005	5168	5204	R	HIGH
NZ_JXFW01000030	5294	5330	R	HIGH
NZ_JXGB01000110	5219	5255	R	HIGH
NZ_JXFR01000239	9205	9241	F	HIGH
NZ_JRJN01000207	9463	9499	F	HIGH
NZ_JTKM01000099	2725	2759	R	HIGH
NZ_CP013961	4256059	4256093	F	HIGH
NZ_JXFP01000076	2826	2860	R	HIGH
NC_006908	43348	43378	R	MEDIUM
NZ_JXEW01000200	6016	6050	R	HIGH
NZ_JXER01000245	3605	3639	F	HIGH
NZ_JXDM01000193	11631	11665	F	HIGH
NZ_JXDS01000242	11668	11702	F	HIGH
NZ_JXDT01000116	11748	11782	F	HIGH
NZ_JXDV01000098	2795	2829	R	HIGH
NZ_JXEB01000145	2668	2702	R	HIGH
NZ_JXED01000221	407	441	R	HIGH
NZ_JXEE01000309	2594	2628	R	HIGH
NZ_JXEF01000153	2761	2795	R	HIGH
NZ_JXEG01000048	2594	2628	R	HIGH
NZ_JXEH01000176	2657	2691	R	HIGH
NZ_JXEI01000037	11551	11585	F	HIGH
NZ_JXEP01000193	2592	2626	R	HIGH
NZ_JXEV01000081	11619	11653	F	HIGH
NC_006582	3729057	3729091	R	HIGH
NZ_JXEY01000005	2602	2636	R	HIGH
NZ_JXFW01000030	2594	2628	R	HIGH
NZ_JXFX01000064	2315	2349	R	HIGH
NZ_JXGB01000110	2717	2751	R	HIGH
NZ_JXGC01000029	2743	2777	R	HIGH
NZ_JXFN01000332	2939	2973	R	HIGH
NZ_JXGH01000008	2676	2710	R	HIGH
NZ_JXFO01000038	11623	11657	F	HIGH
NZ_JXFR01000239	11709	11743	F	HIGH
NZ_JRJN01000207	11967	12001	F	HIGH
NZ_JXER01000245	1951	1985	F	HIGH
NZ_JXDM01000193	9977	10011	F	HIGH
NZ_JXDS01000242	10411	10445	F	HIGH
NZ_JXDT01000116	10094	10128	F	HIGH
NZ_JXDV01000098	4449	4483	R	HIGH
PUWX01000050	28170	28202	R	HIGH
NZ_JXEB01000145	4322	4356	R	HIGH
NZ_JXED01000221	2061	2095	R	HIGH
NZ_JXEE01000309	4248	4282	R	HIGH
NZ_JXEF01000153	4415	4449	R	HIGH
NZ_JXEG01000048	4248	4282	R	HIGH
NZ_JXEH01000176	4311	4345	R	HIGH
NZ_JXEI01000037	9897	9931	F	HIGH
NZ_JXEP01000193	3918	3952	R	HIGH
NZ_JXEY01000005	3992	4026	R	HIGH
NZ_JXFW01000030	4248	4282	R	HIGH
QAQO01000003	201028	201060	R	HIGH
NZ_JXFX01000064	4166	4200	R	HIGH
NZ_JXGB01000110	4043	4077	R	HIGH
NZ_JXGC01000029	4201	4235	R	HIGH
NZ_JXGH01000008	4527	4561	R	HIGH
NZ_JXGP01000209	1990	2025	R	HIGH
NZ_JXGQ01000105	1875	1910	R	HIGH
NZ_JXGU01000050	10244	10279	F	HIGH
NZ_JXGV01000008	1994	2029	R	HIGH
NZ_JXFR01000239	10383	10417	F	HIGH
NZ_JXEQ01000067	4870	4904	R	HIGH
NZ_CDII01000362	341	374	R	HIGH
NZ_JXFL01000190	9662	9696	F	HIGH
NZ_JXFW01000030	4639	4673	R	HIGH
NZ_JXGG01000074	9641	9675	F	HIGH
NZ_JXFV01000018	4544	4578	R	HIGH
NZ_JXER01000245	118	154	F	HIGH
NZ_JXER01000079	8517	8553	F	HIGH
NC_007777	3971695	3971730	F	HIGH
NC_007796	2093480	2093516	R	HIGH
NZ_CP007646	810651	810687	R	LOW
NZ_NBET01000063	456	486	R	LOW
NZ_JAGB01000003	312854	312891	R	HIGH
NZ_CP011403	772997	773035	R	LOW
NC_007947	637164	637197	F	HIGH
NC_008095	8582826	8582862	R	LOW
NZ_FNOH01000001	378515	378551	F	HIGH
NZ_FUXN01000008	41105	41142	R	MEDIUM
NZ_FULH01000001	272296	272333	F	LOW
NZ_FUPK01000009	41112	41149	R	MEDIUM
NC_008343	1918958	1918991	R	HIGH
NC_008497	944713	944746	F	LOW
NZ_JAGB01000003	314058	314095	R	HIGH
NZ_JENK01000019	30153	30189	R	MEDIUM
NC_008593	1853882	1853918	R	MEDIUM
NC_008609	2526767	2526799	F	LOW
NC_008609	2526950	2526982	F	LOW
NC_008609	2526828	2526860	F	LOW
NC_008618	1457200	1457234	R	MEDIUM
NC_008639	2391708	2391752	R	HIGH
NC_008741	32562	32591	R	HIGH
NZ_PXZF01000004	33723	33759	R	MEDIUM
NZ_FURD01000001	29284	29321	R	MEDIUM
NZ_LJDW01000107	816	851	F	LOW
NZ_FUXN01000023	10012	10049	R	MEDIUM
NZ_FULH01000021	10009	10046	R	MEDIUM
NZ_FUPK01000023	30492	30529	R	MEDIUM
NZ_AVGL01000028	18444	18480	F	MEDIUM
NZ_AVIE01000857	807	843	R	MEDIUM
NZ_CZYE01000094	10557	10593	R	MEDIUM
NZ_FAEQ01000051	17794	17830	F	MEDIUM
NZ_FAGY01000054	18065	18101	F	MEDIUM
NZ_JXCP01000020	62697	62733	R	MEDIUM
NZ_JXBQ01000020	62472	62508	R	MEDIUM
NZ_LJDW01000107	748	790	F	LOW
NZ_JXBR01000022	17803	17839	F	MEDIUM
NZ_FUQQ01000009	114975	115011	R	MEDIUM
NZ_CP010905	1740998	1741034	F	MEDIUM
NZ_CP016318	1761671	1761707	F	MEDIUM
NZ_NBTS02000002	1321655	1321691	R	MEDIUM
NZ_FUQU01000002	137426	137462	R	MEDIUM
NZ_FUOR01000002	219811	219847	R	MEDIUM
NZ_LN614756	1761671	1761707	F	MEDIUM
NZ_OEZY01000072	3486	3523	R	LOW
NC_009253	1082924	1082962	F	HIGH
NC_009253	1082924	1082962	F	HIGH
NC_009253	1082924	1082962	F	HIGH
NC_009253	1082924	1082962	F	HIGH
NC_009253	1082924	1082962	F	HIGH
NC_009253	1082924	1082962	F	HIGH
NC_009253	1082924	1082962	F	HIGH
NC_009253	1082924	1082962	F	HIGH
NZ_AWTL01000011	42348	42378	F	MEDIUM
NC_009342	798047	798079	F	LOW
NC_009342	796888	796920	F	LOW
NZ_ALUX01000156	13231	13261	R	HIGH
NZ_AUKS01000044	14471	14503	R	LOW
NZ_KB897262	30111	30146	F	MEDIUM
NC_009483	3158842	3158876	R	HIGH
NC_009486	1372406	1372449	R	HIGH
NZ_CAFM01000006	13279	13313	F	MEDIUM
NC_009446	179157	179188	F	MEDIUM
NZ_CYYK01000007	239530	239564	F	MEDIUM
NC_009655	1441141	1441178	R	HIGH
NZ_NHRD01000001	2007831	2007868	F	LOW
NC_009715	871212	871248	R	HIGH
NC_022792	194445	194481	F	HIGH
NZ_CDRU01000209	12040	12072	F	MEDIUM
NC_009446	179097	179129	F	HIGH
NC_009446	179037	179069	F	MEDIUM
NZ_CZBK01000002	155237	155271	R	HIGH
NZ_CQEU01000007	158718	158751	R	MEDIUM
NC_009714	353077	353111	R	HIGH
NC_009714	352415	352453	R	HIGH
NC_009767	2547148	2547187	F	HIGH
NZ_MBRQ01000067	8008	8040	R	HIGH
NZ_CP026709	2045248	2045280	F	HIGH
NZ_FBWQ01000055	193390	193422	F	MEDIUM
NZ_KB896079	107665	107708	F	MEDIUM
NC_009953	2267116	2267148	F	MEDIUM
NZ_AZWH01000022	3271	3304	F	LOW
NZ_KB898414	1228	1274	F	MEDIUM
NZ_KB898419	3970	4008	F	LOW
NZ_KB895925	1084	1124	F	HIGH
NC_010278	238785	238818	F	HIGH
NZ_CP009436	1682340	1682369	R	MEDIUM
NZ_CP009343	1952276	1952305	F	MEDIUM
NZ_FNTW01000002	4571390	4571422	F	MEDIUM
NZ_FBWP01000037	193388	193420	F	MEDIUM
NZ_MDDK01000695	8591	8623	F	MEDIUM
NC_010572	4142019	4142051	R	HIGH
NZ_MDDL01000246	24	56	R	MEDIUM
NZ_PGGJ01000050	6769	6802	F	HIGH
NC_010644	266703	266733	F	MEDIUM
NZ_PJLI01000001	10742	10785	R	HIGH
NZ_AAKB02000001	3114227	3114259	F	HIGH
NC_010674	2143520	2143556	R	LOW
NC_018648	2143835	2143871	R	LOW
NZ_JXER01000245	185	219	F	HIGH
NZ_ALRF01000066	233483	233513	F	LOW
NZ_FUFB01000023	106892	106928	R	HIGH
NC_010803	1009970	1010005	F	HIGH
NC_011025	540344	540374	R	HIGH
NC_011025	541203	541233	F	LOW
